filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
data/processed/nonspeech/musan/noise/free-sound/noise-free-sound-0307.wav,-504.96478,56.816853,14.116417,6.7314396,-0.7151872,2.095141,-3.6048796,-1.7964208,-1.773561,-0.04630457,-1.4150436,-2.1237898,-3.5079625,non_speech
data/processed\speech\english\LibriSpeech\train-clean-100\5456\62043\5456-62043-0020.wav,-238.8599,86.76699,10.44205,33.14527,1.178791,-1.4604958,-23.56397,-0.98729134,-8.486745,-7.177151,-4.009089,-5.543434,-4.408265,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7367\86737\7367-86737-0037.wav,-166.23079,57.905014,-18.512926,24.409897,-7.1096673,-3.338764,-12.734112,-10.621251,-8.292374,-3.6203384,-8.682587,-0.5170793,-4.6525316,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7780\274562\7780-274562-0031.wav,-304.1275,88.22239,-0.32008088,12.266421,-9.341779,-12.887841,-20.505219,-11.6961775,-9.177302,-12.870347,-15.165953,-11.432557,-14.003286,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6563\63821\6563-63821-0012.wav,-196.49582,98.45698,-6.9081,42.986843,14.167983,-5.8746715,-6.1031346,4.5280457,-18.29669,5.6149607,0.8701249,-8.933258,2.407447,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7794\295947\7794-295947-0000.wav,-159.42955,55.633144,8.76025,29.833717,-11.967805,-0.5522798,-9.664985,-1.8833485,-5.5016975,-0.3300275,-0.021800553,-2.126302,0.96524936,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5778\54535\5778-54535-0041.wav,-209.43515,104.10522,16.07361,36.306293,-5.6028824,-17.738867,-17.210484,0.10038881,-2.271785,-9.627389,-10.619833,-6.0780854,2.2647913,speech
data/processed\speech\english\LibriSpeech\train-clean-100\445\123860\445-123860-0006.wav,-251.89398,111.652145,6.941388,32.9993,20.213928,10.615882,1.7483299,-11.876677,2.6152766,0.2773648,4.7638936,3.64025,13.046133,speech
data/processed\speech\english\LibriSpeech\dev-clean\3752\4944\3752-4944-0045.wav,-165.86792,102.237144,21.756649,33.11282,11.855365,11.435779,-10.298376,-5.9282913,-7.007323,-10.041619,-9.17244,-9.483231,-0.33019504,speech
data/processed\speech\english\LibriSpeech\train-clean-100\298\126790\298-126790-0016.wav,-189.21251,63.118824,-11.996406,22.761972,4.8215704,-7.253161,-9.885398,-9.62869,3.8473856,-5.10633,-2.1702147,-3.6943386,0.011764452,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5463\39174\5463-39174-0040.wav,-232.99272,91.69921,7.0924706,27.323254,4.9879065,20.075457,-6.861196,-3.4044616,-6.7038755,-9.4480915,5.1669645,-1.8136166,10.920336,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4830\25904\4830-25904-0005.wav,-268.87048,106.80992,-6.614566,21.445486,2.469662,-7.2191477,-8.504354,-12.08297,-14.960567,-1.7635081,-6.1956043,2.21446,-2.6729872,speech
data/processed\speech\english\LibriSpeech\train-clean-100\696\92939\696-92939-0002.wav,-263.23444,87.18605,-8.445015,35.122734,-0.60762084,-22.285759,-20.890871,-15.822801,2.4636128,-18.69462,-0.5416525,-9.965752,-4.021781,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7800\283492\7800-283492-0004.wav,-274.54272,82.5721,-21.272278,18.821445,-36.704315,-32.45461,-28.293333,-7.8722906,-10.499067,-14.095441,-13.550832,-12.871176,-6.4802957,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8975\270782\8975-270782-0054.wav,-199.41849,37.592804,-14.832199,25.006214,-6.6404414,7.419773,-7.2922525,-0.6566231,-0.07293658,-0.096048035,-0.60482335,-1.3210261,8.6994915,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8088\284756\8088-284756-0115.wav,-186.7182,52.66373,-9.568967,53.86522,-7.018079,1.3249799,-1.6481402,-1.3380685,2.4352381,0.57288843,-1.3305079,-0.51862997,-6.690263,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8468\295198\8468-295198-0001.wav,-256.7493,89.097595,-14.254967,9.089198,-4.543806,7.7973123,-2.6616404,-3.3256676,-4.5446825,-12.711432,-2.6872158,-3.183698,-11.464836,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5163\39921\5163-39921-0015.wav,-256.23163,68.373245,-30.640152,9.30537,-9.975261,-8.157832,-24.897863,-19.108135,-4.505321,-5.068662,-8.506678,-1.8250415,-1.187569,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8419\293469\8419-293469-0017.wav,-256.87418,50.091187,-9.61308,7.71228,-10.713371,-7.9830856,-16.949028,-5.204406,-10.480589,-0.4358531,-13.437343,0.30682972,-4.250852,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4018\107312\4018-107312-0011.wav,-220.7166,101.011284,15.331506,41.024235,2.2853138,-0.777012,-0.17201689,-12.448875,-2.6910648,-12.817605,-3.2314405,-10.884224,-3.8925052,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1034\121119\1034-121119-0042.wav,-194.95294,131.83076,-15.317291,32.604126,4.724566,12.585565,-6.7320275,-0.92108977,3.323269,0.5420501,-6.680684,4.5194488,-2.5796616,speech
data/processed\speech\english\LibriSpeech\dev-clean\1988\24833\1988-24833-0023.wav,-307.4506,93.65532,7.8925905,25.708797,-10.975596,-7.305257,-12.071604,-5.8755403,1.7519671,-2.4694738,5.014729,0.77824265,7.2854295,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1723\141149\1723-141149-0050.wav,-221.45068,71.26603,0.3965915,31.362555,-2.405788,7.6879463,-5.086164,4.4419246,-0.60643923,10.23018,4.583498,4.8470893,3.2274797,speech
data/processed\speech\english\LibriSpeech\train-clean-100\3807\4923\3807-4923-0033.wav,-207.18294,108.360344,0.6123014,50.77005,1.6094267,2.3595567,-2.2421114,-11.426511,3.3503385,0.49046037,-0.82424706,1.0343956,3.7679443,speech
data/processed\speech\english\LibriSpeech\train-clean-100\426\122821\426-122821-0030.wav,-212.93982,100.02789,15.953935,31.437765,-1.2763159,-1.3329834,-0.5551984,-3.2928336,-2.1529114,1.2719977,-5.5205765,-0.21582161,-0.1449512,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1116\137572\1116-137572-0023.wav,-266.26306,23.430449,-20.50278,60.97076,-26.798027,5.3750596,-4.2588415,-6.2156515,4.6069527,-8.485829,4.51246,-4.464056,2.7552457,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1578\140045\1578-140045-0015.wav,-231.04799,104.72885,-8.072631,46.147648,-20.449574,15.809816,-25.219011,4.68195,3.537201,-1.7013069,-5.2365932,5.1671658,3.8331568,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4481\17498\4481-17498-0016.wav,-149.735,74.02135,15.960906,10.5862255,-6.9360924,23.892023,-1.1202707,-9.399702,-11.234149,-21.812284,3.4998126,4.9767127,14.955857,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1970\28415\1970-28415-0025.wav,-247.87616,93.68135,3.918268,41.523186,-1.793372,-10.369088,-11.0479355,-4.788041,-2.2247698,-7.7930846,0.10945143,-0.5804449,-2.4274366,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1737\142397\1737-142397-0009.wav,-169.27574,24.398163,5.223493,23.496208,-10.178615,13.393324,-6.57415,11.167252,2.1561773,-2.7843292,0.9337334,-0.9784992,3.2471297,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8014\112602\8014-112602-0004.wav,-205.22203,108.77527,20.030699,11.246457,-1.3454946,-17.230358,-9.243369,-12.523458,-2.9801059,-4.0097666,-5.039502,-0.14436696,0.80104893,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5750\100289\5750-100289-0057.wav,-236.4149,97.00578,10.358585,34.33939,-0.31517017,-0.8381089,1.3651966,-11.73948,-4.8064218,-1.0489106,-5.448319,1.272432,-5.512519,speech
data/processed/nonspeech/musan/speech/librivox/speech-librivox-0140.wav,-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,non_speech
data/processed\speech\english\LibriSpeech\train-clean-100\3240\131231\3240-131231-0026.wav,-248.13765,90.71366,18.714214,24.817278,1.4245532,1.5261319,-12.101391,-6.6465774,-9.79226,1.970981,-7.8632665,-0.48204866,-1.6074729,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2952\407\2952-407-0010.wav,-270.62747,87.43131,-25.847702,26.858767,-2.9029672,-8.802473,-8.942095,-5.458895,5.9336205,5.6798687,-1.845901,6.432008,0.5767417,speech
data/processed\speech\english\LibriSpeech\dev-clean\5694\64038\5694-64038-0004.wav,-171.31508,100.200165,-4.945066,43.241177,-6.7299733,-2.6331623,-7.6783047,-24.368387,7.7439,-12.347072,-12.583147,2.5414233,-15.283372,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4441\76250\4441-76250-0032.wav,-201.96548,110.77957,12.661893,23.958164,-1.303827,-2.787959,14.349713,-9.240214,-2.846457,-1.7618077,2.9910457,1.2026169,-5.0586805,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6385\34655\6385-34655-0003.wav,-240.7352,52.453117,16.290985,16.390814,-5.8358984,0.25377366,-9.405368,-2.4691777,-4.1845145,-5.6939664,-3.1282732,-8.32746,4.4745703,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4853\27670\4853-27670-0013.wav,-213.72496,93.061935,8.014547,26.552622,2.2863398,1.1073707,-3.0382361,1.5208215,1.5380602,-5.0279818,-7.6378655,-5.1881795,0.08465804,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1098\133695\1098-133695-0046.wav,-221.78996,76.35824,25.063992,10.873188,7.6022573,-14.374686,1.1778454,-8.97503,-3.691888,-11.606099,-4.4025817,-6.6243863,-0.3199651,speech
data/processed\speech\english\LibriSpeech\train-clean-100\150\126112\150-126112-0031.wav,-160.09312,45.17848,7.880426,20.200384,-3.2595432,-0.7422123,-0.9319635,-4.7667127,3.5640683,-1.1736728,0.9410267,5.0409327,8.992347,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6064\56168\6064-56168-0004.wav,-172.44095,60.359882,-13.573715,16.074017,-18.778463,-6.2955875,-19.945675,-4.267949,-3.3908193,-3.418162,-4.3471045,-8.234381,-2.2458005,speech
data/processed\speech\english\LibriSpeech\train-clean-100\458\126290\458-126290-0003.wav,-154.67427,76.96479,25.324442,31.52938,-3.3123703,9.875478,-3.5287614,-6.7653584,-3.8380928,-3.989909,0.5054451,-6.9408216,-5.12103,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1263\139804\1263-139804-0011.wav,-183.3626,82.0003,6.3454747,31.186716,-9.866031,-2.6123803,-4.03152,-0.13689128,0.5946595,-2.9735963,0.7811935,-3.4841397,4.4202967,speech
data/processed\speech\english\LibriSpeech\train-clean-100\302\123523\302-123523-0000.wav,-239.43831,42.160862,13.551953,0.6315536,0.7720129,-22.2707,-13.059617,2.054337,-3.84963,-7.5096793,-5.737569,1.3923584,-7.226056,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2159\179154\2159-179154-0010.wav,-195.21364,69.79494,16.168606,30.467932,13.688842,10.029884,-14.933741,15.659681,-4.0109196,5.139506,1.468036,0.84520996,-0.15183257,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1088\129236\1088-129236-0006.wav,-235.05795,100.78694,-0.30851638,18.346954,-15.032235,-9.124284,-14.158579,-10.855844,-4.66665,-3.654883,-5.238842,-1.753706,-7.1482453,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1867\154071\1867-154071-0015.wav,-176.10794,46.36057,4.111312,20.420677,-2.1242435,-1.5438299,-1.8319545,-7.428394,-0.841682,7.562569,-8.160458,6.8172207,1.0038593,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7780\274562\7780-274562-0077.wav,-272.17398,86.7763,-14.567571,9.326779,-10.818632,-11.759559,-18.031975,-17.828882,-8.904643,-15.680115,-19.346277,-13.123631,-11.814299,speech
data/processed\speech\english\LibriSpeech\train-clean-100\445\123860\445-123860-0025.wav,-288.5576,84.02277,14.085202,42.566437,26.14041,14.026354,4.2554727,-2.832426,5.45197,0.93838865,3.7676995,6.594583,11.422781,speech
data/processed\speech\english\LibriSpeech\train-clean-100\27\123349\27-123349-0030.wav,-155.34521,72.06607,-6.4497004,25.77865,-3.5366347,7.933153,-8.7070875,-5.211808,-1.0841419,8.828968,-5.057362,0.29442164,0.65122116,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1594\135914\1594-135914-0128.wav,-223.14578,70.82596,-17.71393,29.444777,-1.0269175,-5.514464,-2.0002232,-12.24192,3.8177752,-2.7084942,-1.9227847,1.5844525,2.1834443,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1235\135887\1235-135887-0030.wav,-250.11565,77.82247,12.526081,45.646122,9.731781,-0.8775578,-19.325186,-13.8461,2.3145454,-4.5041933,-1.2762148,-3.3180015,-5.1456723,speech
data/processed\speech\english\LibriSpeech\train-clean-100\201\127786\201-127786-0016.wav,-155.00917,92.520546,2.860981,36.886936,-2.3783004,-0.6431332,-7.1812124,-4.2531815,-4.1220903,-7.725245,-0.07564064,0.6459401,-8.643672,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4267\287369\4267-287369-0034.wav,-196.45177,62.360096,-1.1533322,35.5991,-4.7551756,-12.070886,0.9042534,-19.36215,-2.994321,-5.162751,-5.5006404,-3.5813587,-6.980512,speech
data/processed\speech\english\LibriSpeech\dev-clean\2086\149220\2086-149220-0022.wav,-242.80196,109.73755,-12.41262,58.528034,-7.34909,-9.156585,-5.187518,-4.3625746,-7.624048,-3.9986935,-9.000654,2.943089,-10.604841,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6181\216552\6181-216552-0042.wav,-251.46188,118.90157,19.034801,29.487146,6.56498,-1.71325,-4.3106256,-8.484437,-3.7106593,4.3488445,-8.975727,2.08872,-2.9634616,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2007\149877\2007-149877-0022.wav,-280.2124,73.796906,-17.996298,24.972523,-18.138046,1.6322426,-7.2029066,-0.30316472,2.7600622,-4.0853443,0.55879754,0.8213274,2.9878492,speech
data/processed\speech\english\LibriSpeech\train-clean-100\40\121026\40-121026-0024.wav,-227.21988,86.267494,-7.3258953,29.417952,-4.544589,-12.1400795,-13.637814,-12.900355,-20.117151,-2.3235207,-0.24987894,-2.0629396,-10.532204,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2764\36616\2764-36616-0029.wav,-229.99754,41.181545,-0.13858128,49.817062,-28.107283,15.440484,-0.8161615,-1.7223128,8.712821,-2.158032,-1.1826428,5.8606973,-0.9565168,speech
data/processed\speech\english\LibriSpeech\train-clean-100\163\122947\163-122947-0005.wav,-316.86215,79.20926,25.164751,31.018456,12.467941,14.192502,-1.7442486,3.8591876,5.9718914,6.2984304,3.6284432,1.8024043,4.129801,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5688\41232\5688-41232-0065.wav,-236.82945,34.66431,32.733223,28.602882,1.325772,-7.9386086,-14.54075,3.6233766,3.5264373,7.0009427,3.4298244,0.48631802,2.2203472,speech
data/processed\speech\english\LibriSpeech\train-clean-100\226\122538\226-122538-0020.wav,-213.5627,38.5382,-18.290873,24.662882,-2.443479,-7.7213016,-4.9669437,-1.1560271,-0.46238738,-1.204438,-1.4304333,1.9998872,-4.0169015,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2691\156755\2691-156755-0021.wav,-226.19492,112.347046,2.8275528,11.007308,2.5876515,-2.744443,-14.705542,-11.669137,-15.935483,3.447216,-8.00507,-2.8447533,-3.5150423,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8425\246962\8425-246962-0007.wav,-227.70792,98.1401,11.328672,44.233166,17.146328,4.3675747,-12.765316,-13.263466,-1.3395844,-5.7190614,-6.2765694,0.9265241,-2.9900315,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2196\170151\2196-170151-0019.wav,-232.45749,72.861404,-13.933912,-18.186913,-22.27805,-1.3221711,-22.357836,-2.8233805,-1.345656,-3.1418188,-3.5924938,4.0225515,0.11654742,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4680\16026\4680-16026-0026.wav,-317.0658,57.725758,-9.714411,6.568396,-15.14327,-11.879661,-14.242236,-8.181448,-6.0960717,-4.505982,-5.278159,-3.7089105,-4.955484,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5514\19192\5514-19192-0017.wav,-196.21913,92.24319,9.260932,9.19339,-34.133602,-21.708473,-4.468615,-6.240658,-11.41903,-16.489351,-13.460264,7.4106536,-3.3008373,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8324\286681\8324-286681-0015.wav,-302.65854,80.06238,-3.0278862,16.279442,-9.700931,-9.81568,-22.29016,-1.3073328,-0.30802748,-5.2444696,4.6482034,-9.582486,-6.3407397,speech
data/processed\speech\english\LibriSpeech\dev-clean\6295\244435\6295-244435-0034.wav,-227.75233,129.88556,-2.6598897,9.375364,10.97815,25.61111,5.7000084,-20.401283,-4.16736,1.7729024,-6.6127644,-1.6208423,-0.7431692,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8108\280359\8108-280359-0004.wav,-225.29007,94.75724,1.1287535,30.404346,-19.858053,-2.9814248,5.0462193,-14.490909,-3.406275,-8.587866,-14.067332,-1.8988708,-0.7000176,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8088\284756\8088-284756-0097.wav,-174.92935,44.928444,-7.7334247,47.881184,-7.827595,11.88957,-11.900156,-6.0032473,3.7172651,0.7770905,0.15644553,-1.9874027,-3.379307,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5678\43302\5678-43302-0039.wav,-197.72794,116.29582,-4.850094,44.5201,10.693095,7.512479,0.9621582,-8.320669,-4.1601877,0.25906843,-5.8006124,2.6809402,-1.0466433,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7178\34644\7178-34644-0027.wav,-309.63876,77.104836,-1.2151245,14.903548,-17.70315,-4.305031,-8.940711,4.605284,-0.03495988,-5.0338583,3.6767333,-5.1990633,4.2232823,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6529\62556\6529-62556-0031.wav,-263.84457,92.64565,16.742554,30.201242,15.205355,7.222148,-1.0096381,3.7001808,-11.63477,6.3739996,-6.0431747,3.4627817,-1.6582763,speech
data/processed\speech\english\LibriSpeech\train-clean-100\322\124146\322-124146-0002.wav,-170.80931,46.45726,3.7659593,31.655104,17.117907,8.221237,-3.8890247,3.9294755,-3.133492,1.1201527,-6.254389,-0.9927009,-0.43224266,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1743\142913\1743-142913-0002.wav,-156.75131,103.597626,-8.216597,25.349607,-0.10084705,5.7538357,-14.462089,-9.338751,0.4025008,-3.7179139,-6.132228,-0.858229,-3.8036437,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2989\138028\2989-138028-0036.wav,-248.57326,88.92133,-15.131731,24.406887,2.310767,-8.700886,-6.668289,-3.411814,5.495993,-7.031859,5.540724,-5.091926,-0.0021629492,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6563\63821\6563-63821-0014.wav,-187.59048,103.91636,-7.3178825,37.83744,10.359514,-5.6125746,-3.097174,1.8471352,-18.843987,8.957303,1.2611512,-8.524416,4.3207183,speech
data/processed\speech\english\LibriSpeech\train-clean-100\211\122442\211-122442-0007.wav,-165.1691,42.694614,7.1096783,26.20299,2.2746775,-1.4932208,2.553675,-6.4334645,6.151678,1.7927482,-0.8872828,3.009206,2.120089,speech
data/processed\speech\english\LibriSpeech\dev-clean\174\50561\174-50561-0019.wav,-283.54306,64.72409,-1.6938882,20.206064,-11.893731,3.1048198,-13.480171,-3.6861637,-6.233203,-7.611508,-4.833582,-9.067218,-6.4055204,speech
data/processed\speech\english\LibriSpeech\train-clean-100\730\359\730-359-0002.wav,-197.20798,92.290665,15.173577,37.33004,-5.319744,9.906096,-12.432263,-6.8625283,-1.0513058,-10.093443,-3.583121,-3.1791434,0.7679142,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6078\54013\6078-54013-0010.wav,-182.65102,89.969,-31.224922,30.036213,-21.560526,-7.959656,-5.967085,-11.27505,-10.544632,-14.468142,-11.703375,-6.2247705,-1.4503361,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7367\86737\7367-86737-0098.wav,-231.35199,79.44896,-26.790567,20.813429,-16.104836,1.1604987,-9.196544,-12.800975,3.2361798,-0.86385506,4.256734,1.4537683,-3.2990973,speech
data/processed\speech\english\LibriSpeech\train-clean-100\150\126107\150-126107-0014.wav,-227.70145,38.937878,7.6420465,17.057932,-4.3284826,-2.7193894,-1.5094702,0.053018115,6.033594,-0.048306704,1.2892759,4.692773,5.8019743,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4640\19188\4640-19188-0016.wav,-190.5857,77.039154,-2.6738696,26.749987,-2.5157397,-15.149687,-25.381462,-12.739776,-11.515529,-3.226706,-3.2255476,-2.3917544,0.82334256,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7312\92432\7312-92432-0003.wav,-226.00127,89.67295,4.2192693,22.83865,-0.023067538,0.4701794,-3.5676062,-19.524931,-3.356777,-4.1249065,-4.764341,-4.9707828,-3.0689378,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6476\96661\6476-96661-0014.wav,-215.14117,81.40194,15.231092,38.252224,-6.858394,0.0783754,-14.137359,-0.29214978,-12.854066,-4.9565034,-6.0293393,-1.9444147,-2.2868247,speech
data/processed\speech\english\LibriSpeech\train-clean-100\3982\182255\3982-182255-0023.wav,-226.6481,93.239174,-1.2402799,7.3853536,1.9858972,-11.195639,-9.78209,-8.751686,-2.6258245,-8.52716,-9.100456,-1.8656945,-3.4170234,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8629\261140\8629-261140-0036.wav,-180.22299,103.82099,-1.3106415,26.8482,4.515549,3.207732,-11.668247,-7.6799965,-3.571074,-3.4852357,-3.5891733,-0.5325764,-4.4589424,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5703\47198\5703-47198-0056.wav,-237.37137,117.776,-2.3304045,37.242607,23.573067,15.109856,8.375625,-21.063562,-15.275809,1.7812318,-12.805795,-2.911515,5.267193,speech
data/processed\speech\english\LibriSpeech\train-clean-100\625\132112\625-132112-0018.wav,-254.57077,139.14706,-3.290848,35.811638,9.490821,1.1664749,-5.9433703,-5.1852493,-2.5650654,6.269124,-3.4527535,6.9235764,5.494863,speech
data/processed/nonspeech/musan/noise/sound-bible/noise-sound-bible-0014.wav,-92.77312,-75.3565,51.692097,26.699274,-32.94092,18.478872,0.77938926,-5.263716,-2.769953,5.598123,-6.672778,-1.2136853,-1.4674706,non_speech
data/processed\speech\english\LibriSpeech\dev-clean\1272\135031\1272-135031-0019.wav,-153.13998,61.702938,36.062366,8.931289,16.426838,-3.9412904,-8.225102,0.8608102,-1.9608727,0.5911216,-1.696622,-5.3108473,2.7821312,speech
data/processed\speech\english\LibriSpeech\dev-clean\7976\105575\7976-105575-0012.wav,-223.03804,88.882355,-15.560364,18.300858,-29.94362,-34.99947,-19.4439,-12.469028,-24.232212,-8.089799,-19.504242,-2.218854,-7.296372,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2836\5355\2836-5355-0001.wav,-215.98842,46.789005,-30.933126,-5.25106,-3.3232322,-20.428638,-17.005606,5.0686426,-12.645942,-6.611471,-1.5726504,-13.678124,1.9689436,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6454\120342\6454-120342-0033.wav,-242.51361,161.13297,-22.67353,17.289082,-5.4335823,-7.18731,1.3337312,-10.717965,-7.0034657,3.7338064,4.9275155,-1.5005101,-6.8938303,speech
data/processed/nonspeech/musan/music/hd-classical/music-hd-0033.wav,-285.77634,165.27808,-16.293486,3.908456,-6.341502,-10.984673,-9.814892,-12.777504,-7.2916374,-8.649908,-7.350221,-6.210499,-9.831145,non_speech
data/processed/nonspeech/musan/speech/us-gov/speech-us-gov-0043.wav,-242.66312,89.5143,-45.72467,29.495956,-11.867304,-13.294714,-14.572004,-20.137033,-18.150625,-5.0574646,-7.2805724,-4.1467547,-10.948449,non_speech
data/processed\speech\english\LibriSpeech\train-clean-100\6818\76332\6818-76332-0030.wav,-299.06293,77.85352,10.536055,25.406065,-3.2726858,3.6328287,-1.6851323,-1.6420997,-1.2585596,-6.724073,-2.7035694,-3.3010273,-1.2440505,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8465\246947\8465-246947-0003.wav,-239.72318,83.82031,9.536488,25.846079,1.1206589,-9.067946,-11.760689,-6.2429113,-7.2969613,-11.289609,-5.652453,-6.518979,0.22821978,speech
data/processed\speech\english\LibriSpeech\train-clean-100\125\121124\125-121124-0052.wav,-216.8101,40.83559,-12.683008,35.486275,-18.991693,6.490523,-6.139449,-3.1278675,3.5274248,-2.0453134,-4.2836647,-2.9195983,-0.29962924,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4137\11701\4137-11701-0040.wav,-299.8351,89.43455,-11.530857,-9.660197,-22.48325,-19.933775,-18.571964,-11.484367,-7.5425463,-13.416773,-4.199716,-8.439947,-1.1956903,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8838\298545\8838-298545-0015.wav,-219.07054,115.32722,-17.113745,9.853748,-14.74125,3.7982273,-12.896448,-30.43509,-9.03989,-6.324414,-21.909224,-12.874972,0.3505277,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2182\181183\2182-181183-0035.wav,-243.24599,86.89458,-27.409033,15.805134,-11.268383,-23.931202,-27.07629,-19.851158,-9.769479,-21.431847,-12.162112,-18.78062,-10.030936,speech
data/processed/nonspeech/musan/speech/us-gov/speech-us-gov-0181.wav,-216.1138,185.94159,-53.957245,53.930332,1.200601,-12.014891,21.405495,-26.99739,7.242438,8.2572775,-13.458785,9.278175,-8.0906925,non_speech
data/processed\speech\english\LibriSpeech\train-clean-100\6385\220959\6385-220959-0032.wav,-284.61517,60.334633,15.799725,4.501717,-7.5482073,-8.501816,-9.100012,-9.0232525,-8.524882,-7.7151,-5.7144938,-8.324819,1.1966357,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7078\271888\7078-271888-0089.wav,-229.67271,42.643093,-7.5875263,12.522195,-6.6581125,-10.060691,-9.6201105,1.8684771,-6.756235,-1.5416495,-5.9758697,-2.3710883,2.0287783,speech
data/processed\speech\english\LibriSpeech\train-clean-100\87\121553\87-121553-0007.wav,-226.55164,57.557693,-23.138653,11.081268,-5.1608257,-18.506573,-15.150485,-12.079176,-15.765817,-13.698466,-5.5466475,-10.656772,-3.288448,speech
data/processed\speech\english\LibriSpeech\dev-clean\6313\66125\6313-66125-0027.wav,-237.3679,50.704136,-71.84057,4.986784,-23.860044,-27.074,-21.550615,-12.703431,-3.1472123,-10.662692,-5.7191987,1.0357399,-5.7544613,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1926\147979\1926-147979-0035.wav,-212.10292,59.09641,-3.7433946,27.129202,-13.299153,-13.592214,-3.5351686,-7.2599425,4.564268,-6.7887554,2.7536144,-4.2310796,-0.78093636,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5339\14133\5339-14133-0051.wav,-251.2769,91.05624,5.3945155,12.328454,-13.217014,-1.0770987,-14.134971,-7.6084585,-12.7088785,-17.742495,-2.3724058,-9.08867,-2.3870764,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7067\76047\7067-76047-0012.wav,-279.73975,84.14285,2.4778388,21.585579,-15.870727,-4.047108,-4.9456134,-25.141476,-2.182539,-2.9621818,-14.781456,-1.7029672,-4.801549,speech
